regime_id,geography_id,analysis_year,indicator_id,value_numeric,unit,claim_type,observation_id,provenance_id,time_start,time_end,reference_period_pattern,comparable,methodology_version,price_basis,source_artifact,source_path,source_notes
sumbar_current_kabkota_2018_2025_v1,idn.13.1306,2021,poverty_rate,7.22,percent,observed,bpsobs_8ec4fd2ab2794e3ca5ad1754,bpsprov_4e74f8113f789471e27d55c2,2021-03-01,2021-03-31,march_reference,true,Susenas March,,bps_canonical_panel,data/processed/bps/panel/bps-canonical-observations.csv,qualification_id=q_poverty_march; source_universe=Population under the official BPS poverty line; reference_period_rule=calendar_month_march; source_geography=1306:Padang Pariaman; geography_mapping=qualified_current_code; quality_rule=retain poverty-methodology/source notes
sumbar_current_kabkota_2018_2025_v1,idn.13.1306,2021,real_grdp_growth,2.15,percent,observed,bpsobs_ee3e693ecb108a77b424790f,bpsprov_f9d23f023457ad4f89bddd43,2021-01-01,2021-12-31,calendar_year,true,ADHK 2010,constant_2010,bps_canonical_panel,data/processed/bps/panel/bps-canonical-observations.csv,qualification_id=q_grdp_growth_adhk2010; source_universe=Regional economy under BPS GRDP production boundary; reference_period_rule=calendar_year; source_geography=1306:Padang Pariaman; geography_mapping=qualified_current_code; quality_rule=mark 2024 very_provisional and 2025 very_very_provisional; preserve base year 2010
sumbar_current_kabkota_2018_2025_v1,idn.13.1306,2021,agriculture_share_grdp,22.65027521518682,percent,derived,bpsexpobs_650dd62251e0181d7ee147fa,bpsexpprov_1bd70093852bc1965baeadf8,2021-01-01,2021-12-31,calendar_year,true,GRDP series 2010 ADHB,current_prices_series_2010,bps_expansion_canonical,data/processed/bps/expansion/bps-expansion-canonical-observations.csv,"qualification_id=q_sector_share_adhb2010; source_universe=Regional gross value added by BPS industry classification; source_geography=turvar:469:Kabupaten Padang Pariaman; geography_mapping=qualified_source_dimension_alias; source_selector=vervar:100:A. Pertanian, Kehutanan dan Perikanan|turvar:469:Kabupaten Padang Pariaman; transform=share_percent; source_denominator=18455088.03; quality_rule=derive only within same source variable geography and year; require positive total PDRB and share within 0-100"
sumbar_current_kabkota_2018_2025_v1,idn.13.1306,2021,manufacturing_share_grdp,11.948140352490096,percent,derived,bpsexpobs_95edd1969b7edd3045c69677,bpsexpprov_1bd70093852bc1965baeadf8,2021-01-01,2021-12-31,calendar_year,true,GRDP series 2010 ADHB,current_prices_series_2010,bps_expansion_canonical,data/processed/bps/expansion/bps-expansion-canonical-observations.csv,qualification_id=q_sector_share_adhb2010; source_universe=Regional gross value added by BPS industry classification; source_geography=turvar:469:Kabupaten Padang Pariaman; geography_mapping=qualified_source_dimension_alias; source_selector=vervar:300:C. Industri Pengolahan|turvar:469:Kabupaten Padang Pariaman; transform=share_percent; source_denominator=18455088.03; quality_rule=derive only within same source variable geography and year; require positive total PDRB and share within 0-100
sumbar_current_kabkota_2018_2025_v1,idn.13.1306,2021,rice_yield,4.537,tonnes_per_hectare,derived,bpsexpobs_bf563faf28fc08576f510693,bpsexpprov_1fe8aa76eff04c735a65a290,2021-01-01,2021-12-31,calendar_year,true,KSA,,bps_expansion_canonical,data/processed/bps/expansion/bps-expansion-canonical-observations.csv,qualification_id=q_rice_yield_ksa; source_universe=Rice harvested area and production under BPS KSA methodology; source_geography=vervar:1306:Kab. Padang Pariaman; geography_mapping=qualified_current_code; source_selector=vervar:1306:Kab. Padang Pariaman|turvar:244:Produktivitas (Kuintal/Hektar); transform=quintal_per_hectare_to_tonnes_per_hectare; quality_rule=convert productivity from quintal per hectare to tonnes per hectare by exact factor 0.1; retain KSA revision notes and 2025 Kota Pariaman LBS caveat
sumbar_current_kabkota_2018_2025_v1,idn.13.1306,2021,underemployment_rate,11.73,percent,observed,bpsexpobs_85f20e6f0ab5ecab34101c31,bpsexpprov_227f7b196629e133536fef6d,2021-08-01,2021-08-31,august_reference,,August Sakernas,,bps_expansion_canonical,data/processed/bps/expansion/bps-expansion-canonical-observations.csv,qualification_id=q_underemployment_august; source_universe=Employed persons meeting BPS underemployment criteria; source_geography=vervar:1306:Kab. Padang Pariaman; geography_mapping=qualified_current_code; source_selector=vervar:1306:Kab. Padang Pariaman|turvar:1081:Setengah Pengangguran; transform=identity; quality_rule=retain source weighting-regime notes and leave cross-regime comparability unresolved
sumbar_current_kabkota_2018_2025_v1,idn.13.1306,2021,annual_rainfall,4501.844729,millimetres,model_estimate,chirpsobs_1b3b3d40515e947d97f5b4ee,chirpsprov_46837b82c19c621130eb5220,2021-01-01,2021-12-31,calendar_year,true,chirps_v3_final_monthly_big_june_2026_fixed_boundary_v1,,chirps_annual_rainfall,data/processed/climate/rainfall/chirps-annual-rainfall-observations.csv,spatial_frame=fixed_current_boundary_june_2026; historical_boundary_continuity=false; months_complete=12; min_valid_area_fraction=0.99993254; mean_valid_area_fraction=0.99993254; source_product=CHIRPS v3 Final monthly; geometry_source=BIG BATAS_KABKOTA_AR; geometry_source_edition=Juni 2026; observed_station_equivalence=false; comparability_scope=within_CHIRPS_v3_Final_fixed_current_boundary_frame; independent_station_validation=pending
sumbar_current_kabkota_2018_2025_v1,idn.13.1306,2022,expected_years_schooling,13.93,years,observed,bpsobs_0f63c01368caf4aa76512c83,bpsprov_0c7cb7128ed5a07284b9cd1a,2022-03-01,2022-03-31,march_reference,true,BPS HDI new method; Susenas March,,bps_canonical_panel,data/processed/bps/panel/bps-canonical-observations.csv,qualification_id=q_hls_susenas_march; source_universe=Population age 7 / child aged 7 under BPS HDI methodology; reference_period_rule=calendar_month_march; source_geography=1306:Kab. Padang Pariaman; geography_mapping=qualified_current_code; quality_rule=retain method label and age universe
sumbar_current_kabkota_2018_2025_v1,idn.13.1306,2022,mean_years_schooling,8.16,years,observed,bpsobs_92c60287b1b42fa853af58d4,bpsprov_479bf204f2718d1d86a39fdb,2022-03-01,2022-03-31,march_reference,true,BPS HDI new method; Susenas March,,bps_canonical_panel,data/processed/bps/panel/bps-canonical-observations.csv,qualification_id=q_rls_susenas_march; source_universe=Population age 25+; reference_period_rule=calendar_month_march; source_geography=1306:Kab. Padang Pariaman; geography_mapping=qualified_current_code; quality_rule=retain method label and age universe
sumbar_current_kabkota_2018_2025_v1,idn.13.1306,2022,life_expectancy,73.67,years,observed,bpsobs_f114389615858731f64ea749,bpsprov_8e47c62ff74ef0847a5cff92,2022-01-01,2022-12-31,calendar_year,true,LF-SP2020 based UHH,,bps_canonical_panel,data/processed/bps/panel/bps-canonical-observations.csv,qualification_id=q_uhh_lfsp2020; source_universe=Newborn in the stated year; reference_period_rule=calendar_year; source_geography=1306:Kab. Padang Pariaman; geography_mapping=qualified_current_code; quality_rule=retain LF-SP2020 method_version; do not chain silently to legacy SP2010-projection UHH
sumbar_current_kabkota_2018_2025_v1,idn.13.1306,2022,labor_force_participation,70.44,percent,observed,bpsobs_2638249b3009eedd61a550f3,bpsprov_ba6ebf736b043a24fb0a8367,2022-08-01,2022-08-31,august_reference,,Sakernas August,,bps_canonical_panel,data/processed/bps/panel/bps-canonical-observations.csv,qualification_id=q_labor_tpak_august; source_universe=Population age 15+; labor force divided by working-age population; reference_period_rule=calendar_month_august; source_geography=1306:Kab. Padang Pariaman; geography_mapping=qualified_current_code; quality_rule=retain BPS weighting-method notes; source_definition=Catatan: 2011-2017: menggunakan penimbang hasil proyeksi penduduk tahun 2010-2035.  Tahun 2016 : Data tenaga kerja per Kabupaten/Kota tidak tersedia karena sampel tidak mencukupi.  Tahun 2018-2021: menggunakan estimasi dari hasil proyeksi SUPAS 2015
sumbar_current_kabkota_2018_2025_v1,idn.13.1306,2022,unemployment_rate,6.6,percent,observed,bpsobs_7be37073cda1dda02940c1d1,bpsprov_7a75a5f8b1c67982a00bf2a0,2022-08-01,2022-08-31,august_reference,,Sakernas August,,bps_canonical_panel,data/processed/bps/panel/bps-canonical-observations.csv,"qualification_id=q_labor_tpt_august; source_universe=Population age 15+; TPT denominator is labor force; reference_period_rule=calendar_month_august; source_geography=1306:Kab. Padang Pariaman; geography_mapping=qualified_current_code; quality_rule=retain BPS weighting-method notes; source_definition=Catatan:  2011-2017: menggunakan penimbang hasil proyeksi penduduk tahun 2010-2035. Tahun 2016, Data tenaga kerja per Kabupaten/Kota tidak tersedia karena sampel tidak mencukupi.  2018-2021 menggunakan estimasi dari hasil proyeksi SUPAS 2015"
sumbar_current_kabkota_2018_2025_v1,idn.13.1306,2022,poverty_rate,6.25,percent,observed,bpsobs_00df342fd5348ab11507bb1e,bpsprov_07afa8f13634c9788796a1be,2022-03-01,2022-03-31,march_reference,true,Susenas March,,bps_canonical_panel,data/processed/bps/panel/bps-canonical-observations.csv,qualification_id=q_poverty_march; source_universe=Population under the official BPS poverty line; reference_period_rule=calendar_month_march; source_geography=1306:Padang Pariaman; geography_mapping=qualified_current_code; quality_rule=retain poverty-methodology/source notes
sumbar_current_kabkota_2018_2025_v1,idn.13.1306,2022,real_grdp_growth,6.83,percent,observed,bpsobs_868f4acd909e16a31fc876e9,bpsprov_69f4d3401201e7f429f0371f,2022-01-01,2022-12-31,calendar_year,true,ADHK 2010,constant_2010,bps_canonical_panel,data/processed/bps/panel/bps-canonical-observations.csv,qualification_id=q_grdp_growth_adhk2010; source_universe=Regional economy under BPS GRDP production boundary; reference_period_rule=calendar_year; source_geography=1306:Padang Pariaman; geography_mapping=qualified_current_code; quality_rule=mark 2024 very_provisional and 2025 very_very_provisional; preserve base year 2010
sumbar_current_kabkota_2018_2025_v1,idn.13.1306,2022,agriculture_share_grdp,21.36830241238494,percent,derived,bpsexpobs_065752b73fe97bda85ff28cc,bpsexpprov_f01604e079fcaf5cd29dcab5,2022-01-01,2022-12-31,calendar_year,true,GRDP series 2010 ADHB,current_prices_series_2010,bps_expansion_canonical,data/processed/bps/expansion/bps-expansion-canonical-observations.csv,"qualification_id=q_sector_share_adhb2010; source_universe=Regional gross value added by BPS industry classification; source_geography=turvar:469:Kabupaten Padang Pariaman; geography_mapping=qualified_source_dimension_alias; source_selector=vervar:100:A. Pertanian, Kehutanan dan Perikanan|turvar:469:Kabupaten Padang Pariaman; transform=share_percent; source_denominator=22193347.41; quality_rule=derive only within same source variable geography and year; require positive total PDRB and share within 0-100"
sumbar_current_kabkota_2018_2025_v1,idn.13.1306,2022,manufacturing_share_grdp,10.915552553863257,percent,derived,bpsexpobs_5759b30f7e171786d0d20052,bpsexpprov_f01604e079fcaf5cd29dcab5,2022-01-01,2022-12-31,calendar_year,true,GRDP series 2010 ADHB,current_prices_series_2010,bps_expansion_canonical,data/processed/bps/expansion/bps-expansion-canonical-observations.csv,qualification_id=q_sector_share_adhb2010; source_universe=Regional gross value added by BPS industry classification; source_geography=turvar:469:Kabupaten Padang Pariaman; geography_mapping=qualified_source_dimension_alias; source_selector=vervar:300:C. Industri Pengolahan|turvar:469:Kabupaten Padang Pariaman; transform=share_percent; source_denominator=22193347.41; quality_rule=derive only within same source variable geography and year; require positive total PDRB and share within 0-100
sumbar_current_kabkota_2018_2025_v1,idn.13.1306,2022,rice_yield,4.958,tonnes_per_hectare,derived,bpsexpobs_6b025f51584064d7eae334f4,bpsexpprov_7bec558ef289b8b581c4f745,2022-01-01,2022-12-31,calendar_year,true,KSA,,bps_expansion_canonical,data/processed/bps/expansion/bps-expansion-canonical-observations.csv,qualification_id=q_rice_yield_ksa; source_universe=Rice harvested area and production under BPS KSA methodology; source_geography=vervar:1306:Kab. Padang Pariaman; geography_mapping=qualified_current_code; source_selector=vervar:1306:Kab. Padang Pariaman|turvar:244:Produktivitas (Kuintal/Hektar); transform=quintal_per_hectare_to_tonnes_per_hectare; quality_rule=convert productivity from quintal per hectare to tonnes per hectare by exact factor 0.1; retain KSA revision notes and 2025 Kota Pariaman LBS caveat
sumbar_current_kabkota_2018_2025_v1,idn.13.1306,2022,underemployment_rate,8.45,percent,observed,bpsexpobs_1d6f85d9790f8dd4ef9b01bb,bpsexpprov_c7f222b804ed42981996759c,2022-08-01,2022-08-31,august_reference,,August Sakernas,,bps_expansion_canonical,data/processed/bps/expansion/bps-expansion-canonical-observations.csv,qualification_id=q_underemployment_august; source_universe=Employed persons meeting BPS underemployment criteria; source_geography=vervar:1306:Kab. Padang Pariaman; geography_mapping=qualified_current_code; source_selector=vervar:1306:Kab. Padang Pariaman|turvar:1081:Setengah Pengangguran; transform=identity; quality_rule=retain source weighting-regime notes and leave cross-regime comparability unresolved
sumbar_current_kabkota_2018_2025_v1,idn.13.1306,2022,annual_rainfall,5260.041094,millimetres,model_estimate,chirpsobs_565a9a75b70ac6111e530c26,chirpsprov_3aa2018ec0576428d71e18bf,2022-01-01,2022-12-31,calendar_year,true,chirps_v3_final_monthly_big_june_2026_fixed_boundary_v1,,chirps_annual_rainfall,data/processed/climate/rainfall/chirps-annual-rainfall-observations.csv,spatial_frame=fixed_current_boundary_june_2026; historical_boundary_continuity=false; months_complete=12; min_valid_area_fraction=0.99993254; mean_valid_area_fraction=0.99993254; source_product=CHIRPS v3 Final monthly; geometry_source=BIG BATAS_KABKOTA_AR; geometry_source_edition=Juni 2026; observed_station_equivalence=false; comparability_scope=within_CHIRPS_v3_Final_fixed_current_boundary_frame; independent_station_validation=pending
sumbar_current_kabkota_2018_2025_v1,idn.13.1306,2023,expected_years_schooling,14.19,years,observed,bpsobs_aad80355aedc925ff8973404,bpsprov_cde052e57f05b91e06c2e261,2023-03-01,2023-03-31,march_reference,true,BPS HDI new method; Susenas March,,bps_canonical_panel,data/processed/bps/panel/bps-canonical-observations.csv,qualification_id=q_hls_susenas_march; source_universe=Population age 7 / child aged 7 under BPS HDI methodology; reference_period_rule=calendar_month_march; source_geography=1306:Kab. Padang Pariaman; geography_mapping=qualified_current_code; quality_rule=retain method label and age universe
sumbar_current_kabkota_2018_2025_v1,idn.13.1306,2023,mean_years_schooling,8.41,years,observed,bpsobs_1783542f0f563bf531108bc1,bpsprov_ce6b2b59b7187847c132bfad,2023-03-01,2023-03-31,march_reference,true,BPS HDI new method; Susenas March,,bps_canonical_panel,data/processed/bps/panel/bps-canonical-observations.csv,qualification_id=q_rls_susenas_march; source_universe=Population age 25+; reference_period_rule=calendar_month_march; source_geography=1306:Kab. Padang Pariaman; geography_mapping=qualified_current_code; quality_rule=retain method label and age universe
sumbar_current_kabkota_2018_2025_v1,idn.13.1306,2023,life_expectancy,73.77,years,observed,bpsobs_fb75ae9af2c070e02d68f6a9,bpsprov_d7adc77cd028b6d503ff15ea,2023-01-01,2023-12-31,calendar_year,true,LF-SP2020 based UHH,,bps_canonical_panel,data/processed/bps/panel/bps-canonical-observations.csv,qualification_id=q_uhh_lfsp2020; source_universe=Newborn in the stated year; reference_period_rule=calendar_year; source_geography=1306:Kab. Padang Pariaman; geography_mapping=qualified_current_code; quality_rule=retain LF-SP2020 method_version; do not chain silently to legacy SP2010-projection UHH
sumbar_current_kabkota_2018_2025_v1,idn.13.1306,2023,labor_force_participation,65.18,percent,observed,bpsobs_eb833a60d68306f926fac0d6,bpsprov_2776cfd7d11c4be66cb629f9,2023-08-01,2023-08-31,august_reference,,Sakernas August,,bps_canonical_panel,data/processed/bps/panel/bps-canonical-observations.csv,qualification_id=q_labor_tpak_august; source_universe=Population age 15+; labor force divided by working-age population; reference_period_rule=calendar_month_august; source_geography=1306:Kab. Padang Pariaman; geography_mapping=qualified_current_code; quality_rule=retain BPS weighting-method notes; source_definition=Catatan: 2011-2017: menggunakan penimbang hasil proyeksi penduduk tahun 2010-2035.  Tahun 2016 : Data tenaga kerja per Kabupaten/Kota tidak tersedia karena sampel tidak mencukupi.  Tahun 2018-2021: menggunakan estimasi dari hasil proyeksi SUPAS 2015
sumbar_current_kabkota_2018_2025_v1,idn.13.1306,2023,unemployment_rate,6.69,percent,observed,bpsobs_20f31963d3d5f2757071abcf,bpsprov_1f2c3732b7fbb4c85a9ea7e7,2023-08-01,2023-08-31,august_reference,,Sakernas August,,bps_canonical_panel,data/processed/bps/panel/bps-canonical-observations.csv,"qualification_id=q_labor_tpt_august; source_universe=Population age 15+; TPT denominator is labor force; reference_period_rule=calendar_month_august; source_geography=1306:Kab. Padang Pariaman; geography_mapping=qualified_current_code; quality_rule=retain BPS weighting-method notes; source_definition=Catatan:  2011-2017: menggunakan penimbang hasil proyeksi penduduk tahun 2010-2035. Tahun 2016, Data tenaga kerja per Kabupaten/Kota tidak tersedia karena sampel tidak mencukupi.  2018-2021 menggunakan estimasi dari hasil proyeksi SUPAS 2015"
sumbar_current_kabkota_2018_2025_v1,idn.13.1306,2023,poverty_rate,6.34,percent,observed,bpsobs_e8aa08b14547564ecd7a741a,bpsprov_81f9e12f5ebaf95e940bea3c,2023-03-01,2023-03-31,march_reference,true,Susenas March,,bps_canonical_panel,data/processed/bps/panel/bps-canonical-observations.csv,qualification_id=q_poverty_march; source_universe=Population under the official BPS poverty line; reference_period_rule=calendar_month_march; source_geography=1306:Padang Pariaman; geography_mapping=qualified_current_code; quality_rule=retain poverty-methodology/source notes
sumbar_current_kabkota_2018_2025_v1,idn.13.1306,2023,real_grdp_growth,5.46,percent,observed,bpsobs_d3c735c950b16261bece1f27,bpsprov_dca86ab5cd51810aef6250d8,2023-01-01,2023-12-31,calendar_year,true,ADHK 2010,constant_2010,bps_canonical_panel,data/processed/bps/panel/bps-canonical-observations.csv,qualification_id=q_grdp_growth_adhk2010; source_universe=Regional economy under BPS GRDP production boundary; reference_period_rule=calendar_year; source_geography=1306:Padang Pariaman; geography_mapping=qualified_current_code; quality_rule=mark 2024 very_provisional and 2025 very_very_provisional; preserve base year 2010
sumbar_current_kabkota_2018_2025_v1,idn.13.1306,2023,agriculture_share_grdp,20.55167862278303,percent,derived,bpsexpobs_2b018347bf6790836f86f0b5,bpsexpprov_742c671ae22c147b388a75dc,2023-01-01,2023-12-31,calendar_year,true,GRDP series 2010 ADHB,current_prices_series_2010,bps_expansion_canonical,data/processed/bps/expansion/bps-expansion-canonical-observations.csv,"qualification_id=q_sector_share_adhb2010; source_universe=Regional gross value added by BPS industry classification; source_geography=turvar:469:Kabupaten Padang Pariaman; geography_mapping=qualified_source_dimension_alias; source_selector=vervar:100:A. Pertanian, Kehutanan dan Perikanan|turvar:469:Kabupaten Padang Pariaman; transform=share_percent; source_denominator=25070850; quality_rule=derive only within same source variable geography and year; require positive total PDRB and share within 0-100"
sumbar_current_kabkota_2018_2025_v1,idn.13.1306,2023,manufacturing_share_grdp,10.480929445950178,percent,derived,bpsexpobs_13e1104e269b37da3d0a67d1,bpsexpprov_742c671ae22c147b388a75dc,2023-01-01,2023-12-31,calendar_year,true,GRDP series 2010 ADHB,current_prices_series_2010,bps_expansion_canonical,data/processed/bps/expansion/bps-expansion-canonical-observations.csv,qualification_id=q_sector_share_adhb2010; source_universe=Regional gross value added by BPS industry classification; source_geography=turvar:469:Kabupaten Padang Pariaman; geography_mapping=qualified_source_dimension_alias; source_selector=vervar:300:C. Industri Pengolahan|turvar:469:Kabupaten Padang Pariaman; transform=share_percent; source_denominator=25070850; quality_rule=derive only within same source variable geography and year; require positive total PDRB and share within 0-100
sumbar_current_kabkota_2018_2025_v1,idn.13.1306,2023,rice_yield,4.914000000000001,tonnes_per_hectare,derived,bpsexpobs_3eded079c4b5f6b46366192b,bpsexpprov_98ad288c955db1b72d61718e,2023-01-01,2023-12-31,calendar_year,true,KSA,,bps_expansion_canonical,data/processed/bps/expansion/bps-expansion-canonical-observations.csv,qualification_id=q_rice_yield_ksa; source_universe=Rice harvested area and production under BPS KSA methodology; source_geography=vervar:1306:Kab. Padang Pariaman; geography_mapping=qualified_current_code; source_selector=vervar:1306:Kab. Padang Pariaman|turvar:244:Produktivitas (Kuintal/Hektar); transform=quintal_per_hectare_to_tonnes_per_hectare; quality_rule=convert productivity from quintal per hectare to tonnes per hectare by exact factor 0.1; retain KSA revision notes and 2025 Kota Pariaman LBS caveat
sumbar_current_kabkota_2018_2025_v1,idn.13.1306,2023,underemployment_rate,9.38,percent,observed,bpsexpobs_97ddba08fca22aee05c4506e,bpsexpprov_5d4e122cca677f83fa39043d,2023-08-01,2023-08-31,august_reference,,August Sakernas,,bps_expansion_canonical,data/processed/bps/expansion/bps-expansion-canonical-observations.csv,qualification_id=q_underemployment_august; source_universe=Employed persons meeting BPS underemployment criteria; source_geography=vervar:1306:Kab. Padang Pariaman; geography_mapping=qualified_current_code; source_selector=vervar:1306:Kab. Padang Pariaman|turvar:1081:Setengah Pengangguran; transform=identity; quality_rule=retain source weighting-regime notes and leave cross-regime comparability unresolved
sumbar_current_kabkota_2018_2025_v1,idn.13.1306,2023,annual_rainfall,3949.497823,millimetres,model_estimate,chirpsobs_5fde2796a085298cbf56c224,chirpsprov_6f7cb8097bed96485afd3cd3,2023-01-01,2023-12-31,calendar_year,true,chirps_v3_final_monthly_big_june_2026_fixed_boundary_v1,,chirps_annual_rainfall,data/processed/climate/rainfall/chirps-annual-rainfall-observations.csv,spatial_frame=fixed_current_boundary_june_2026; historical_boundary_continuity=false; months_complete=12; min_valid_area_fraction=0.99993254; mean_valid_area_fraction=0.99993254; source_product=CHIRPS v3 Final monthly; geometry_source=BIG BATAS_KABKOTA_AR; geometry_source_edition=Juni 2026; observed_station_equivalence=false; comparability_scope=within_CHIRPS_v3_Final_fixed_current_boundary_frame; independent_station_validation=pending
sumbar_current_kabkota_2018_2025_v1,idn.13.1306,2024,expected_years_schooling,14.2,years,observed,bpsobs_45433c3a14c9f4535d7ea0fa,bpsprov_201a0a2b90685d55a0143e64,2024-03-01,2024-03-31,march_reference,true,BPS HDI new method; Susenas March,,bps_canonical_panel,data/processed/bps/panel/bps-canonical-observations.csv,qualification_id=q_hls_susenas_march; source_universe=Population age 7 / child aged 7 under BPS HDI methodology; reference_period_rule=calendar_month_march; source_geography=1306:Kab. Padang Pariaman; geography_mapping=qualified_current_code; quality_rule=retain method label and age universe
sumbar_current_kabkota_2018_2025_v1,idn.13.1306,2024,mean_years_schooling,8.42,years,observed,bpsobs_4c5edb373aeebd11e1a18571,bpsprov_add5eeaff99a0a19ee63ba76,2024-03-01,2024-03-31,march_reference,true,BPS HDI new method; Susenas March,,bps_canonical_panel,data/processed/bps/panel/bps-canonical-observations.csv,qualification_id=q_rls_susenas_march; source_universe=Population age 25+; reference_period_rule=calendar_month_march; source_geography=1306:Kab. Padang Pariaman; geography_mapping=qualified_current_code; quality_rule=retain method label and age universe
sumbar_current_kabkota_2018_2025_v1,idn.13.1306,2024,life_expectancy,73.88,years,observed,bpsobs_739e876e465116c1e29d1b21,bpsprov_4edb40782c8f432cc3add0cc,2024-01-01,2024-12-31,calendar_year,true,LF-SP2020 based UHH,,bps_canonical_panel,data/processed/bps/panel/bps-canonical-observations.csv,qualification_id=q_uhh_lfsp2020; source_universe=Newborn in the stated year; reference_period_rule=calendar_year; source_geography=1306:Kab. Padang Pariaman; geography_mapping=qualified_current_code; quality_rule=retain LF-SP2020 method_version; do not chain silently to legacy SP2010-projection UHH
sumbar_current_kabkota_2018_2025_v1,idn.13.1306,2024,labor_force_participation,67.14,percent,observed,bpsobs_2301fda84dbf8b53bfb8e900,bpsprov_da6907579350f5a1fd4daaa4,2024-08-01,2024-08-31,august_reference,,Sakernas August,,bps_canonical_panel,data/processed/bps/panel/bps-canonical-observations.csv,qualification_id=q_labor_tpak_august; source_universe=Population age 15+; labor force divided by working-age population; reference_period_rule=calendar_month_august; source_geography=1306:Kab. Padang Pariaman; geography_mapping=qualified_current_code; quality_rule=retain BPS weighting-method notes; source_definition=Catatan: 2011-2017: menggunakan penimbang hasil proyeksi penduduk tahun 2010-2035.  Tahun 2016 : Data tenaga kerja per Kabupaten/Kota tidak tersedia karena sampel tidak mencukupi.  Tahun 2018-2021: menggunakan estimasi dari hasil proyeksi SUPAS 2015
sumbar_current_kabkota_2018_2025_v1,idn.13.1306,2024,unemployment_rate,6.59,percent,observed,bpsobs_1d756d66dd1f4062bb47641e,bpsprov_918fda098286d7132aaadd28,2024-08-01,2024-08-31,august_reference,,Sakernas August,,bps_canonical_panel,data/processed/bps/panel/bps-canonical-observations.csv,"qualification_id=q_labor_tpt_august; source_universe=Population age 15+; TPT denominator is labor force; reference_period_rule=calendar_month_august; source_geography=1306:Kab. Padang Pariaman; geography_mapping=qualified_current_code; quality_rule=retain BPS weighting-method notes; source_definition=Catatan:  2011-2017: menggunakan penimbang hasil proyeksi penduduk tahun 2010-2035. Tahun 2016, Data tenaga kerja per Kabupaten/Kota tidak tersedia karena sampel tidak mencukupi.  2018-2021 menggunakan estimasi dari hasil proyeksi SUPAS 2015"
sumbar_current_kabkota_2018_2025_v1,idn.13.1306,2024,poverty_rate,6.27,percent,observed,bpsobs_3cc7d95d32d317d45782a62f,bpsprov_76330cb31f219a56a7d551dc,2024-03-01,2024-03-31,march_reference,true,Susenas March,,bps_canonical_panel,data/processed/bps/panel/bps-canonical-observations.csv,qualification_id=q_poverty_march; source_universe=Population under the official BPS poverty line; reference_period_rule=calendar_month_march; source_geography=1306:Padang Pariaman; geography_mapping=qualified_current_code; quality_rule=retain poverty-methodology/source notes
sumbar_current_kabkota_2018_2025_v1,idn.13.1306,2024,real_grdp_growth,4.57,percent,observed,bpsobs_989f2bc1e4f1204c0a91ec18,bpsprov_53424a30222ff5665f0b6500,2024-01-01,2024-12-31,calendar_year,true,ADHK 2010,constant_2010,bps_canonical_panel,data/processed/bps/panel/bps-canonical-observations.csv,qualification_id=q_grdp_growth_adhk2010; source_universe=Regional economy under BPS GRDP production boundary; reference_period_rule=calendar_year; source_geography=1306:Padang Pariaman; geography_mapping=qualified_current_code; quality_rule=mark 2024 very_provisional and 2025 very_very_provisional; preserve base year 2010; release_status=very_provisional
sumbar_current_kabkota_2018_2025_v1,idn.13.1306,2024,rice_yield,4.452000000000001,tonnes_per_hectare,derived,bpsexpobs_d610d9b3814fa333c5a803dd,bpsexpprov_de6b038fe64e47f00ce56036,2024-01-01,2024-12-31,calendar_year,true,KSA,,bps_expansion_canonical,data/processed/bps/expansion/bps-expansion-canonical-observations.csv,qualification_id=q_rice_yield_ksa; source_universe=Rice harvested area and production under BPS KSA methodology; source_geography=vervar:1306:Kab. Padang Pariaman; geography_mapping=qualified_current_code; source_selector=vervar:1306:Kab. Padang Pariaman|turvar:244:Produktivitas (Kuintal/Hektar); transform=quintal_per_hectare_to_tonnes_per_hectare; quality_rule=convert productivity from quintal per hectare to tonnes per hectare by exact factor 0.1; retain KSA revision notes and 2025 Kota Pariaman LBS caveat
sumbar_current_kabkota_2018_2025_v1,idn.13.1306,2024,underemployment_rate,13.08,percent,observed,bpsexpobs_7c1403b117ff5fd21d1b1b8c,bpsexpprov_46b601c94fb495d28c921a1c,2024-08-01,2024-08-31,august_reference,,August Sakernas,,bps_expansion_canonical,data/processed/bps/expansion/bps-expansion-canonical-observations.csv,qualification_id=q_underemployment_august; source_universe=Employed persons meeting BPS underemployment criteria; source_geography=vervar:1306:Kab. Padang Pariaman; geography_mapping=qualified_current_code; source_selector=vervar:1306:Kab. Padang Pariaman|turvar:1081:Setengah Pengangguran; transform=identity; quality_rule=retain source weighting-regime notes and leave cross-regime comparability unresolved
