source_row_id,source_record_id,metric_family,canonical_geography_id,source_geography_code,source_geography_name,year,disaster_type,value_numeric,unit,promotion_status,source_snapshot_sha256,notes
bnpbsrc_4508cefa6e43bfdac678da5c,bnpb_affected_by_type_kab_2024,reported_affected_people_by_type,idn.13.1305,1304,TANAH DATAR,2024,CUACA EKSTREM,0,persons,held_source_native,c7bea8c07e75e72c2bdd3a8676e69c9fb8517757588b3af2a9a95fea4414b4dc,Held: annual cross-event aggregation is not assumed to represent unique affected persons; geography uses explicit Permendagri crosswalk.
bnpbsrc_45124372e3dc5c5c7dee24b3,bnpb_total_events_kab_2010_2024,recorded_disaster_events_total,idn.13.1301,1309.0,KEPULAUAN MENTAWAI,2022,ALL_RECORDED_DISASTERS,5,count,source_native_context,89f64b773892f00ea420f5b3b6a6d4ceb79bd533848d8c49925bb7478a16a5c0,Total all-disaster event count; not disaster-type specific; geography uses explicit Permendagri crosswalk.
bnpbsrc_45808e5b8c32df4430188003,bnpb_total_events_kab_2010_2024,recorded_disaster_events_total,idn.13.1376,1376.0,KOTA PAYAKUMBUH,2014,ALL_RECORDED_DISASTERS,2,count,source_native_context,89f64b773892f00ea420f5b3b6a6d4ceb79bd533848d8c49925bb7478a16a5c0,Total all-disaster event count; not disaster-type specific; geography uses explicit Permendagri crosswalk.
bnpbsrc_45e41cac07fbc40c00008d45,bnpb_affected_by_type_kab_2024,reported_affected_people_by_type,idn.13.1376,1376,KOTA PAYAKUMBUH,2024,KEBAKARAN HUTAN DAN LAHAN,0,persons,held_source_native,c7bea8c07e75e72c2bdd3a8676e69c9fb8517757588b3af2a9a95fea4414b4dc,Held: annual cross-event aggregation is not assumed to represent unique affected persons; geography uses explicit Permendagri crosswalk.
bnpbsrc_45ef92c554499cfff29cbefe,bnpb_total_events_kab_2010_2024,recorded_disaster_events_total,idn.13.1371,1371.0,KOTA PADANG,2019,ALL_RECORDED_DISASTERS,8,count,source_native_context,89f64b773892f00ea420f5b3b6a6d4ceb79bd533848d8c49925bb7478a16a5c0,Total all-disaster event count; not disaster-type specific; geography uses explicit Permendagri crosswalk.
bnpbsrc_477ff45296afb4795817223f,bnpb_total_events_kab_2010_2024,recorded_disaster_events_total,idn.13.1375,1375.0,KOTA BUKITTINGGI,2016,ALL_RECORDED_DISASTERS,3,count,source_native_context,89f64b773892f00ea420f5b3b6a6d4ceb79bd533848d8c49925bb7478a16a5c0,Total all-disaster event count; not disaster-type specific; geography uses explicit Permendagri crosswalk.
bnpbsrc_483bd8bbe6c9c673d1d006b5,bnpb_total_events_kab_2010_2024,recorded_disaster_events_total,idn.13.1308,1307.0,LIMA PULUH KOTA,2012,ALL_RECORDED_DISASTERS,6,count,source_native_context,89f64b773892f00ea420f5b3b6a6d4ceb79bd533848d8c49925bb7478a16a5c0,Total all-disaster event count; not disaster-type specific; geography uses explicit Permendagri crosswalk.
bnpbsrc_4883786b8a63f6ceaa313b54,bnpb_total_events_kab_2010_2024,recorded_disaster_events_total,idn.13.1303,1302.0,SOLOK,2023,ALL_RECORDED_DISASTERS,4,count,source_native_context,89f64b773892f00ea420f5b3b6a6d4ceb79bd533848d8c49925bb7478a16a5c0,Total all-disaster event count; not disaster-type specific; geography uses explicit Permendagri crosswalk.
bnpbsrc_4b397e0b303217fb1e82d9cf,bnpb_total_events_kab_2010_2024,recorded_disaster_events_total,idn.13.1312,1312.0,PASAMAN BARAT,2018,ALL_RECORDED_DISASTERS,5,count,source_native_context,89f64b773892f00ea420f5b3b6a6d4ceb79bd533848d8c49925bb7478a16a5c0,Total all-disaster event count; not disaster-type specific; geography uses explicit Permendagri crosswalk.
bnpbsrc_4cb2363a18b79794c149fb49,bnpb_total_events_kab_2010_2024,recorded_disaster_events_total,idn.13.1306,1305.0,PADANG PARIAMAN,2015,ALL_RECORDED_DISASTERS,3,count,source_native_context,89f64b773892f00ea420f5b3b6a6d4ceb79bd533848d8c49925bb7478a16a5c0,Total all-disaster event count; not disaster-type specific; geography uses explicit Permendagri crosswalk.
bnpbsrc_4da6e55461da17d8f551eff0,bnpb_total_events_kab_2010_2024,recorded_disaster_events_total,idn.13.1310,1311.0,SOLOK SELATAN,2023,ALL_RECORDED_DISASTERS,3,count,source_native_context,89f64b773892f00ea420f5b3b6a6d4ceb79bd533848d8c49925bb7478a16a5c0,Total all-disaster event count; not disaster-type specific; geography uses explicit Permendagri crosswalk.
bnpbsrc_4e25de78ae3d90a5ed787f7a,bnpb_events_by_type_kab_2024_primary,recorded_disaster_events_by_type,idn.13.1375,1375,KOTA BUKITTINGGI,2024,TANAH LONGSOR,0,count,canonical_ready,9cd9270eb477d9abcd4b5f53867a8f8afe96d7f112a3291bb887c0198bb50bec,2024 BNPB event-by-type resource; blanks remain missing rather than zero; geography uses explicit Permendagri crosswalk.
bnpbsrc_4e60d680e8cf9e37151a4753,bnpb_total_events_kab_2010_2024,recorded_disaster_events_total,idn.13.1371,1371.0,KOTA PADANG,2024,ALL_RECORDED_DISASTERS,3,count,source_native_context,89f64b773892f00ea420f5b3b6a6d4ceb79bd533848d8c49925bb7478a16a5c0,Total all-disaster event count; not disaster-type specific; geography uses explicit Permendagri crosswalk.
bnpbsrc_4e8cab2afff5fe5623cee7d5,bnpb_events_by_type_kab_2024_primary,recorded_disaster_events_by_type,idn.13.1376,1376,KOTA PAYAKUMBUH,2024,CUACA EKSTREM,1,count,source_native_context,9cd9270eb477d9abcd4b5f53867a8f8afe96d7f112a3291bb887c0198bb50bec,2024 BNPB event-by-type resource; blanks remain missing rather than zero; geography uses explicit Permendagri crosswalk.
bnpbsrc_4effcacdc4edf7d4dd9520ac,bnpb_total_events_kab_2010_2024,recorded_disaster_events_total,idn.13.1306,1305.0,PADANG PARIAMAN,2017,ALL_RECORDED_DISASTERS,20,count,source_native_context,89f64b773892f00ea420f5b3b6a6d4ceb79bd533848d8c49925bb7478a16a5c0,Total all-disaster event count; not disaster-type specific; geography uses explicit Permendagri crosswalk.
bnpbsrc_4f1644e51678891b5e7d0570,bnpb_events_by_type_kab_2024_primary,recorded_disaster_events_by_type,idn.13.1375,1375,KOTA BUKITTINGGI,2024,BANJIR,2,count,canonical_ready,9cd9270eb477d9abcd4b5f53867a8f8afe96d7f112a3291bb887c0198bb50bec,2024 BNPB event-by-type resource; blanks remain missing rather than zero; geography uses explicit Permendagri crosswalk.
bnpbsrc_4fbee39de9b92b9d34468686,bnpb_events_by_type_kab_2024_primary,recorded_disaster_events_by_type,idn.13.1302,1301,PESISIR SELATAN,2024,ERUPSI GUNUNG API,0,count,source_native_context,9cd9270eb477d9abcd4b5f53867a8f8afe96d7f112a3291bb887c0198bb50bec,2024 BNPB event-by-type resource; blanks remain missing rather than zero; geography uses explicit Permendagri crosswalk.
bnpbsrc_505c9d388639cdb3aba9d5dd,bnpb_affected_by_type_kab_2024,reported_affected_people_by_type,idn.13.1371,1371,KOTA PADANG,2024,GELOMBANG PASANG DAN ABRASI,0,persons,held_source_native,c7bea8c07e75e72c2bdd3a8676e69c9fb8517757588b3af2a9a95fea4414b4dc,Held: annual cross-event aggregation is not assumed to represent unique affected persons; geography uses explicit Permendagri crosswalk.
bnpbsrc_509cc54e1c81afefb9022a9e,bnpb_affected_by_type_kab_2024,reported_affected_people_by_type,idn.13.1375,1375,KOTA BUKITTINGGI,2024,TSUNAMI,0,persons,held_source_native,c7bea8c07e75e72c2bdd3a8676e69c9fb8517757588b3af2a9a95fea4414b4dc,Held: annual cross-event aggregation is not assumed to represent unique affected persons; geography uses explicit Permendagri crosswalk.
bnpbsrc_50c78a30515774813243dc71,bnpb_total_events_kab_2010_2024,recorded_disaster_events_total,idn.13.1309,1308.0,PASAMAN,2013,ALL_RECORDED_DISASTERS,4,count,source_native_context,89f64b773892f00ea420f5b3b6a6d4ceb79bd533848d8c49925bb7478a16a5c0,Total all-disaster event count; not disaster-type specific; geography uses explicit Permendagri crosswalk.
bnpbsrc_511a0d1a6dffe0f531bfdd8f,bnpb_affected_by_type_kab_2024,reported_affected_people_by_type,idn.13.1312,1312,PASAMAN BARAT,2024,BANJIR,2390,persons,held_source_native,c7bea8c07e75e72c2bdd3a8676e69c9fb8517757588b3af2a9a95fea4414b4dc,Held: annual cross-event aggregation is not assumed to represent unique affected persons; geography uses explicit Permendagri crosswalk.
bnpbsrc_5207ce2c41ff483661af2db9,bnpb_events_by_type_kab_2024_primary,recorded_disaster_events_by_type,idn.13.1373,1373,KOTA SAWAHLUNTO,2024,GELOMBANG PASANG DAN ABRASI,0,count,source_native_context,9cd9270eb477d9abcd4b5f53867a8f8afe96d7f112a3291bb887c0198bb50bec,2024 BNPB event-by-type resource; blanks remain missing rather than zero; geography uses explicit Permendagri crosswalk.
bnpbsrc_5219bf0bb7a84e5b8ea6c303,bnpb_affected_by_type_kab_2024,reported_affected_people_by_type,idn.13.1309,1308,PASAMAN,2024,TSUNAMI,0,persons,held_source_native,c7bea8c07e75e72c2bdd3a8676e69c9fb8517757588b3af2a9a95fea4414b4dc,Held: annual cross-event aggregation is not assumed to represent unique affected persons; geography uses explicit Permendagri crosswalk.
bnpbsrc_522656340a4c5880ae86d45f,bnpb_affected_by_type_kab_2024,reported_affected_people_by_type,idn.13.1304,1303,SIJUNJUNG,2024,GEMPABUMI,0,persons,held_source_native,c7bea8c07e75e72c2bdd3a8676e69c9fb8517757588b3af2a9a95fea4414b4dc,Held: annual cross-event aggregation is not assumed to represent unique affected persons; geography uses explicit Permendagri crosswalk.
bnpbsrc_522adf31420fcb1d7e97f88e,bnpb_total_events_kab_2010_2024,recorded_disaster_events_total,idn.13.1304,1303.0,SIJUNJUNG,2024,ALL_RECORDED_DISASTERS,8,count,source_native_context,89f64b773892f00ea420f5b3b6a6d4ceb79bd533848d8c49925bb7478a16a5c0,Total all-disaster event count; not disaster-type specific; geography uses explicit Permendagri crosswalk.
bnpbsrc_523c40cd0f5f81ce0455960a,bnpb_total_events_kab_2010_2024,recorded_disaster_events_total,idn.13.1372,1372.0,KOTA SOLOK,2020,ALL_RECORDED_DISASTERS,3,count,source_native_context,89f64b773892f00ea420f5b3b6a6d4ceb79bd533848d8c49925bb7478a16a5c0,Total all-disaster event count; not disaster-type specific; geography uses explicit Permendagri crosswalk.
bnpbsrc_5267e9bcc8eac7eee424dae0,bnpb_affected_by_type_kab_2024,reported_affected_people_by_type,idn.13.1305,1304,TANAH DATAR,2024,TSUNAMI,0,persons,held_source_native,c7bea8c07e75e72c2bdd3a8676e69c9fb8517757588b3af2a9a95fea4414b4dc,Held: annual cross-event aggregation is not assumed to represent unique affected persons; geography uses explicit Permendagri crosswalk.
bnpbsrc_528ddd351c111ad11f15e60d,bnpb_total_events_kab_2010_2024,recorded_disaster_events_total,idn.13.1303,1302.0,SOLOK,2010,ALL_RECORDED_DISASTERS,6,count,source_native_context,89f64b773892f00ea420f5b3b6a6d4ceb79bd533848d8c49925bb7478a16a5c0,Total all-disaster event count; not disaster-type specific; geography uses explicit Permendagri crosswalk.
bnpbsrc_529b04d818c6cc4c3d90c723,bnpb_total_events_kab_2010_2024,recorded_disaster_events_total,idn.13.1301,1309.0,KEPULAUAN MENTAWAI,2014,ALL_RECORDED_DISASTERS,3,count,source_native_context,89f64b773892f00ea420f5b3b6a6d4ceb79bd533848d8c49925bb7478a16a5c0,Total all-disaster event count; not disaster-type specific; geography uses explicit Permendagri crosswalk.
bnpbsrc_52b22b9debfb93d5df7ecbe1,bnpb_total_events_kab_2010_2024,recorded_disaster_events_total,idn.13.1377,1377.0,KOTA PARIAMAN,2015,ALL_RECORDED_DISASTERS,0,count,source_native_context,89f64b773892f00ea420f5b3b6a6d4ceb79bd533848d8c49925bb7478a16a5c0,Total all-disaster event count; not disaster-type specific; geography uses explicit Permendagri crosswalk.
bnpbsrc_52d996347be75be9212ab98e,bnpb_total_events_kab_2010_2024,recorded_disaster_events_total,idn.13.1374,1374.0,KOTA PADANG PANJANG,2022,ALL_RECORDED_DISASTERS,0,count,source_native_context,89f64b773892f00ea420f5b3b6a6d4ceb79bd533848d8c49925bb7478a16a5c0,Total all-disaster event count; not disaster-type specific; geography uses explicit Permendagri crosswalk.
bnpbsrc_52e24610465407689dcaaa95,bnpb_total_events_kab_2010_2024,recorded_disaster_events_total,idn.13.1302,1301.0,PESISIR SELATAN,2017,ALL_RECORDED_DISASTERS,1,count,source_native_context,89f64b773892f00ea420f5b3b6a6d4ceb79bd533848d8c49925bb7478a16a5c0,Total all-disaster event count; not disaster-type specific; geography uses explicit Permendagri crosswalk.
bnpbsrc_5319830cfaf9a98e28e08ed0,bnpb_total_events_kab_2010_2024,recorded_disaster_events_total,idn.13.1306,1305.0,PADANG PARIAMAN,2024,ALL_RECORDED_DISASTERS,8,count,source_native_context,89f64b773892f00ea420f5b3b6a6d4ceb79bd533848d8c49925bb7478a16a5c0,Total all-disaster event count; not disaster-type specific; geography uses explicit Permendagri crosswalk.
bnpbsrc_53c5358fa8c8c3a9640c1c9d,bnpb_total_events_kab_2010_2024,recorded_disaster_events_total,idn.13.1373,1373.0,KOTA SAWAHLUNTO,2023,ALL_RECORDED_DISASTERS,2,count,source_native_context,89f64b773892f00ea420f5b3b6a6d4ceb79bd533848d8c49925bb7478a16a5c0,Total all-disaster event count; not disaster-type specific; geography uses explicit Permendagri crosswalk.
bnpbsrc_54dbc9721310cc2d6629f591,bnpb_total_events_kab_2010_2024,recorded_disaster_events_total,idn.13.1312,1312.0,PASAMAN BARAT,2022,ALL_RECORDED_DISASTERS,4,count,source_native_context,89f64b773892f00ea420f5b3b6a6d4ceb79bd533848d8c49925bb7478a16a5c0,Total all-disaster event count; not disaster-type specific; geography uses explicit Permendagri crosswalk.
bnpbsrc_54fdc0d92c0704990b150a6e,bnpb_total_events_kab_2010_2024,recorded_disaster_events_total,idn.13.1372,1372.0,KOTA SOLOK,2021,ALL_RECORDED_DISASTERS,3,count,source_native_context,89f64b773892f00ea420f5b3b6a6d4ceb79bd533848d8c49925bb7478a16a5c0,Total all-disaster event count; not disaster-type specific; geography uses explicit Permendagri crosswalk.
bnpbsrc_554921ea59fe9e96ba02c18a,bnpb_affected_by_type_kab_2024,reported_affected_people_by_type,idn.13.1305,1304,TANAH DATAR,2024,TANAH LONGSOR,0,persons,held_source_native,c7bea8c07e75e72c2bdd3a8676e69c9fb8517757588b3af2a9a95fea4414b4dc,Held: annual cross-event aggregation is not assumed to represent unique affected persons; geography uses explicit Permendagri crosswalk.
bnpbsrc_5582833bfb70cb940e1e4df3,bnpb_affected_by_type_kab_2024,reported_affected_people_by_type,idn.13.1374,1374,KOTA PADANG PANJANG,2024,KEBAKARAN HUTAN DAN LAHAN,0,persons,held_source_native,c7bea8c07e75e72c2bdd3a8676e69c9fb8517757588b3af2a9a95fea4414b4dc,Held: annual cross-event aggregation is not assumed to represent unique affected persons; geography uses explicit Permendagri crosswalk.
bnpbsrc_55dbfda77eb19820edbd62c8,bnpb_affected_by_type_kab_2024,reported_affected_people_by_type,idn.13.1309,1308,PASAMAN,2024,GEMPABUMI,0,persons,held_source_native,c7bea8c07e75e72c2bdd3a8676e69c9fb8517757588b3af2a9a95fea4414b4dc,Held: annual cross-event aggregation is not assumed to represent unique affected persons; geography uses explicit Permendagri crosswalk.
bnpbsrc_5678c2cbb70d0060cb4be282,bnpb_affected_by_type_kab_2024,reported_affected_people_by_type,idn.13.1301,1309,KEPULAUAN MENTAWAI,2024,KEBAKARAN HUTAN DAN LAHAN,0,persons,held_source_native,c7bea8c07e75e72c2bdd3a8676e69c9fb8517757588b3af2a9a95fea4414b4dc,Held: annual cross-event aggregation is not assumed to represent unique affected persons; geography uses explicit Permendagri crosswalk.
bnpbsrc_5686592991aa40a20619ecd9,bnpb_total_events_kab_2010_2024,recorded_disaster_events_total,idn.13.1301,1309.0,KEPULAUAN MENTAWAI,2017,ALL_RECORDED_DISASTERS,1,count,source_native_context,89f64b773892f00ea420f5b3b6a6d4ceb79bd533848d8c49925bb7478a16a5c0,Total all-disaster event count; not disaster-type specific; geography uses explicit Permendagri crosswalk.
bnpbsrc_56fca1f3536ba21fa9eba184,bnpb_affected_by_type_kab_2024,reported_affected_people_by_type,idn.13.1312,1312,PASAMAN BARAT,2024,TANAH LONGSOR,0,persons,held_source_native,c7bea8c07e75e72c2bdd3a8676e69c9fb8517757588b3af2a9a95fea4414b4dc,Held: annual cross-event aggregation is not assumed to represent unique affected persons; geography uses explicit Permendagri crosswalk.
bnpbsrc_57c32efa7d51c795d4a96dc8,bnpb_total_events_kab_2010_2024,recorded_disaster_events_total,idn.13.1306,1305.0,PADANG PARIAMAN,2018,ALL_RECORDED_DISASTERS,26,count,source_native_context,89f64b773892f00ea420f5b3b6a6d4ceb79bd533848d8c49925bb7478a16a5c0,Total all-disaster event count; not disaster-type specific; geography uses explicit Permendagri crosswalk.
bnpbsrc_58044edced04879203eea6b5,bnpb_total_events_kab_2010_2024,recorded_disaster_events_total,idn.13.1377,1377.0,KOTA PARIAMAN,2023,ALL_RECORDED_DISASTERS,4,count,source_native_context,89f64b773892f00ea420f5b3b6a6d4ceb79bd533848d8c49925bb7478a16a5c0,Total all-disaster event count; not disaster-type specific; geography uses explicit Permendagri crosswalk.
bnpbsrc_5950a8165fe9ebfc3d5145ae,bnpb_events_by_type_kab_2024_primary,recorded_disaster_events_by_type,idn.13.1302,1301,PESISIR SELATAN,2024,CUACA EKSTREM,0,count,source_native_context,9cd9270eb477d9abcd4b5f53867a8f8afe96d7f112a3291bb887c0198bb50bec,2024 BNPB event-by-type resource; blanks remain missing rather than zero; geography uses explicit Permendagri crosswalk.
bnpbsrc_59d303d52086dd4d9b075e3c,bnpb_total_events_kab_2010_2024,recorded_disaster_events_total,idn.13.1376,1376.0,KOTA PAYAKUMBUH,2019,ALL_RECORDED_DISASTERS,1,count,source_native_context,89f64b773892f00ea420f5b3b6a6d4ceb79bd533848d8c49925bb7478a16a5c0,Total all-disaster event count; not disaster-type specific; geography uses explicit Permendagri crosswalk.
bnpbsrc_59dafe3002775ceddd15e982,bnpb_total_events_kab_2010_2024,recorded_disaster_events_total,idn.13.1305,1304.0,TANAH DATAR,2010,ALL_RECORDED_DISASTERS,2,count,source_native_context,89f64b773892f00ea420f5b3b6a6d4ceb79bd533848d8c49925bb7478a16a5c0,Total all-disaster event count; not disaster-type specific; geography uses explicit Permendagri crosswalk.
bnpbsrc_5a6b30948cda850209cc965f,bnpb_total_events_kab_2010_2024,recorded_disaster_events_total,idn.13.1309,1308.0,PASAMAN,2014,ALL_RECORDED_DISASTERS,5,count,source_native_context,89f64b773892f00ea420f5b3b6a6d4ceb79bd533848d8c49925bb7478a16a5c0,Total all-disaster event count; not disaster-type specific; geography uses explicit Permendagri crosswalk.
bnpbsrc_5abf6e69e8194d5d4e1a76fe,bnpb_total_events_kab_2010_2024,recorded_disaster_events_total,idn.13.1308,1307.0,LIMA PULUH KOTA,2017,ALL_RECORDED_DISASTERS,9,count,source_native_context,89f64b773892f00ea420f5b3b6a6d4ceb79bd533848d8c49925bb7478a16a5c0,Total all-disaster event count; not disaster-type specific; geography uses explicit Permendagri crosswalk.
bnpbsrc_5b39d40c3bf4dca3bd3a9254,bnpb_affected_by_type_kab_2024,reported_affected_people_by_type,idn.13.1302,1301,PESISIR SELATAN,2024,ERUPSI GUNUNG API,0,persons,held_source_native,c7bea8c07e75e72c2bdd3a8676e69c9fb8517757588b3af2a9a95fea4414b4dc,Held: annual cross-event aggregation is not assumed to represent unique affected persons; geography uses explicit Permendagri crosswalk.
bnpbsrc_5b44d0e9cbfe5115eef3e144,bnpb_affected_by_type_kab_2024,reported_affected_people_by_type,idn.13.1303,1302,SOLOK,2024,TSUNAMI,0,persons,held_source_native,c7bea8c07e75e72c2bdd3a8676e69c9fb8517757588b3af2a9a95fea4414b4dc,Held: annual cross-event aggregation is not assumed to represent unique affected persons; geography uses explicit Permendagri crosswalk.
bnpbsrc_5b51af3cecb81ab6153f5271,bnpb_total_events_kab_2010_2024,recorded_disaster_events_total,idn.13.1309,1308.0,PASAMAN,2022,ALL_RECORDED_DISASTERS,4,count,source_native_context,89f64b773892f00ea420f5b3b6a6d4ceb79bd533848d8c49925bb7478a16a5c0,Total all-disaster event count; not disaster-type specific; geography uses explicit Permendagri crosswalk.
bnpbsrc_5b720af576a95247f210ee76,bnpb_events_by_type_kab_2024_primary,recorded_disaster_events_by_type,idn.13.1309,1308,PASAMAN,2024,TSUNAMI,0,count,source_native_context,9cd9270eb477d9abcd4b5f53867a8f8afe96d7f112a3291bb887c0198bb50bec,2024 BNPB event-by-type resource; blanks remain missing rather than zero; geography uses explicit Permendagri crosswalk.
bnpbsrc_5ba1ee28aa9c8f11bfc6bd5f,bnpb_total_events_kab_2010_2024,recorded_disaster_events_total,idn.13.1308,1307.0,LIMA PULUH KOTA,2014,ALL_RECORDED_DISASTERS,1,count,source_native_context,89f64b773892f00ea420f5b3b6a6d4ceb79bd533848d8c49925bb7478a16a5c0,Total all-disaster event count; not disaster-type specific; geography uses explicit Permendagri crosswalk.
bnpbsrc_5c5685939ef951629d83ba77,bnpb_total_events_kab_2010_2024,recorded_disaster_events_total,idn.13.1304,1303.0,SIJUNJUNG,2017,ALL_RECORDED_DISASTERS,5,count,source_native_context,89f64b773892f00ea420f5b3b6a6d4ceb79bd533848d8c49925bb7478a16a5c0,Total all-disaster event count; not disaster-type specific; geography uses explicit Permendagri crosswalk.
bnpbsrc_5c66775e3478a7f2a33ace67,bnpb_total_events_kab_2010_2024,recorded_disaster_events_total,idn.13.1374,1374.0,KOTA PADANG PANJANG,2023,ALL_RECORDED_DISASTERS,0,count,source_native_context,89f64b773892f00ea420f5b3b6a6d4ceb79bd533848d8c49925bb7478a16a5c0,Total all-disaster event count; not disaster-type specific; geography uses explicit Permendagri crosswalk.
bnpbsrc_5c72914ea0596b0b89acff7e,bnpb_total_events_kab_2010_2024,recorded_disaster_events_total,idn.13.1310,1311.0,SOLOK SELATAN,2017,ALL_RECORDED_DISASTERS,2,count,source_native_context,89f64b773892f00ea420f5b3b6a6d4ceb79bd533848d8c49925bb7478a16a5c0,Total all-disaster event count; not disaster-type specific; geography uses explicit Permendagri crosswalk.
bnpbsrc_5c9089592276736add4e25ed,bnpb_events_by_type_kab_2024_primary,recorded_disaster_events_by_type,idn.13.1305,1304,TANAH DATAR,2024,KEKERINGAN,0,count,source_native_context,9cd9270eb477d9abcd4b5f53867a8f8afe96d7f112a3291bb887c0198bb50bec,2024 BNPB event-by-type resource; blanks remain missing rather than zero; geography uses explicit Permendagri crosswalk.
bnpbsrc_5cf14bc8fd45b042897196d3,bnpb_events_by_type_kab_2024_primary,recorded_disaster_events_by_type,idn.13.1305,1304,TANAH DATAR,2024,TSUNAMI,0,count,source_native_context,9cd9270eb477d9abcd4b5f53867a8f8afe96d7f112a3291bb887c0198bb50bec,2024 BNPB event-by-type resource; blanks remain missing rather than zero; geography uses explicit Permendagri crosswalk.
bnpbsrc_5d4282afec2acf52d5e87fff,bnpb_total_events_kab_2010_2024,recorded_disaster_events_total,idn.13.1372,1372.0,KOTA SOLOK,2023,ALL_RECORDED_DISASTERS,3,count,source_native_context,89f64b773892f00ea420f5b3b6a6d4ceb79bd533848d8c49925bb7478a16a5c0,Total all-disaster event count; not disaster-type specific; geography uses explicit Permendagri crosswalk.
bnpbsrc_5dbbd9a88106eed851f1cd06,bnpb_events_by_type_kab_2024_primary,recorded_disaster_events_by_type,idn.13.1302,1301,PESISIR SELATAN,2024,BANJIR,15,count,canonical_ready,9cd9270eb477d9abcd4b5f53867a8f8afe96d7f112a3291bb887c0198bb50bec,2024 BNPB event-by-type resource; blanks remain missing rather than zero; geography uses explicit Permendagri crosswalk.
bnpbsrc_5dc63ca6cfcf79c72a079cd8,bnpb_events_by_type_kab_2024_primary,recorded_disaster_events_by_type,idn.13.1312,1312,PASAMAN BARAT,2024,ERUPSI GUNUNG API,0,count,source_native_context,9cd9270eb477d9abcd4b5f53867a8f8afe96d7f112a3291bb887c0198bb50bec,2024 BNPB event-by-type resource; blanks remain missing rather than zero; geography uses explicit Permendagri crosswalk.
bnpbsrc_5e3ebcea6d8a794e64caf6da,bnpb_total_events_kab_2010_2024,recorded_disaster_events_total,idn.13.1308,1307.0,LIMA PULUH KOTA,2016,ALL_RECORDED_DISASTERS,3,count,source_native_context,89f64b773892f00ea420f5b3b6a6d4ceb79bd533848d8c49925bb7478a16a5c0,Total all-disaster event count; not disaster-type specific; geography uses explicit Permendagri crosswalk.
bnpbsrc_5e7d259b2a95147daa036087,bnpb_events_by_type_kab_2024_primary,recorded_disaster_events_by_type,idn.13.1308,1307,LIMA PULUH KOTA,2024,TSUNAMI,0,count,source_native_context,9cd9270eb477d9abcd4b5f53867a8f8afe96d7f112a3291bb887c0198bb50bec,2024 BNPB event-by-type resource; blanks remain missing rather than zero; geography uses explicit Permendagri crosswalk.
bnpbsrc_5ed61b59155f56753677b9bf,bnpb_affected_by_type_kab_2024,reported_affected_people_by_type,idn.13.1376,1376,KOTA PAYAKUMBUH,2024,KEKERINGAN,0,persons,held_source_native,c7bea8c07e75e72c2bdd3a8676e69c9fb8517757588b3af2a9a95fea4414b4dc,Held: annual cross-event aggregation is not assumed to represent unique affected persons; geography uses explicit Permendagri crosswalk.
bnpbsrc_5fbde5e8d9494ebc574fdaf1,bnpb_affected_by_type_kab_2024,reported_affected_people_by_type,idn.13.1311,1310,DHARMASRAYA,2024,TSUNAMI,0,persons,held_source_native,c7bea8c07e75e72c2bdd3a8676e69c9fb8517757588b3af2a9a95fea4414b4dc,Held: annual cross-event aggregation is not assumed to represent unique affected persons; geography uses explicit Permendagri crosswalk.
bnpbsrc_5fc7303c6b84ebababadd911,bnpb_total_events_kab_2010_2024,recorded_disaster_events_total,idn.13.1301,1309.0,KEPULAUAN MENTAWAI,2023,ALL_RECORDED_DISASTERS,10,count,source_native_context,89f64b773892f00ea420f5b3b6a6d4ceb79bd533848d8c49925bb7478a16a5c0,Total all-disaster event count; not disaster-type specific; geography uses explicit Permendagri crosswalk.
bnpbsrc_600cb66464a5844423b0b8f3,bnpb_events_by_type_kab_2024_primary,recorded_disaster_events_by_type,idn.13.1301,1309,KEPULAUAN MENTAWAI,2024,KEKERINGAN,0,count,source_native_context,9cd9270eb477d9abcd4b5f53867a8f8afe96d7f112a3291bb887c0198bb50bec,2024 BNPB event-by-type resource; blanks remain missing rather than zero; geography uses explicit Permendagri crosswalk.
bnpbsrc_609a0b132b78f774152a7382,bnpb_events_by_type_kab_2024_primary,recorded_disaster_events_by_type,idn.13.1372,1372,KOTA SOLOK,2024,CUACA EKSTREM,0,count,source_native_context,9cd9270eb477d9abcd4b5f53867a8f8afe96d7f112a3291bb887c0198bb50bec,2024 BNPB event-by-type resource; blanks remain missing rather than zero; geography uses explicit Permendagri crosswalk.
bnpbsrc_60a854a5277b8daae4cc09a6,bnpb_total_events_kab_2010_2024,recorded_disaster_events_total,idn.13.1373,1373.0,KOTA SAWAHLUNTO,2021,ALL_RECORDED_DISASTERS,0,count,source_native_context,89f64b773892f00ea420f5b3b6a6d4ceb79bd533848d8c49925bb7478a16a5c0,Total all-disaster event count; not disaster-type specific; geography uses explicit Permendagri crosswalk.
bnpbsrc_6120147c4ac94e04a27638de,bnpb_affected_by_type_kab_2024,reported_affected_people_by_type,idn.13.1303,1302,SOLOK,2024,GEMPABUMI,0,persons,held_source_native,c7bea8c07e75e72c2bdd3a8676e69c9fb8517757588b3af2a9a95fea4414b4dc,Held: annual cross-event aggregation is not assumed to represent unique affected persons; geography uses explicit Permendagri crosswalk.
