target_id,dimension_id,candidate_id,excluded_geography_id,remaining_geography_count,remaining_row_count,year_demeaned_pearson,year_demeaned_spearman,same_sign_as_primary_pooled_spearman,claim_type,causal_claim
real_grdp_growth,economic_dynamism,underemployment_rate,idn.13.1377,18,72,0.171416228303,0.100520933822,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,annual_rainfall,idn.13.1301,18,72,-0.342513504077,-0.27188243617,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,annual_rainfall,idn.13.1302,18,72,-0.307649269193,-0.213807961927,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,annual_rainfall,idn.13.1303,18,72,-0.30579613625,-0.233455527687,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,annual_rainfall,idn.13.1304,18,72,-0.318242910262,-0.241044440157,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,annual_rainfall,idn.13.1305,18,72,-0.306567539438,-0.241591099106,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,annual_rainfall,idn.13.1306,18,72,-0.189143597935,-0.202167341951,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,annual_rainfall,idn.13.1307,18,72,-0.31447704061,-0.226252492122,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,annual_rainfall,idn.13.1308,18,72,-0.315520525166,-0.25773361631,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,annual_rainfall,idn.13.1309,18,72,-0.313881971765,-0.256318734324,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,annual_rainfall,idn.13.1310,18,72,-0.308347391717,-0.238729178725,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,annual_rainfall,idn.13.1311,18,72,-0.313314158954,-0.252459965271,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,annual_rainfall,idn.13.1312,18,72,-0.288681740657,-0.170525435719,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,annual_rainfall,idn.13.1371,18,72,-0.313488422028,-0.187214611872,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,annual_rainfall,idn.13.1372,18,72,-0.311977575355,-0.212039359444,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,annual_rainfall,idn.13.1373,18,72,-0.297298095773,-0.232522991832,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,annual_rainfall,idn.13.1374,18,72,-0.301802741122,-0.225191330632,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,annual_rainfall,idn.13.1375,18,72,-0.346187753954,-0.299922824619,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,annual_rainfall,idn.13.1376,18,72,-0.338792971946,-0.296128368384,true,derived_association_diagnostic,false
real_grdp_growth,economic_dynamism,annual_rainfall,idn.13.1377,18,72,-0.316165661475,-0.121101035436,true,derived_association_diagnostic,false
